Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AO	KO16DK	1703	YL3NT	58	57	KO36PM		144	308	308	KO36		
YL2AO	KO16DK	1705	YL3EK	56	56	KO27FF		144	159	159	KO27		
YL2AO	KO16DK	1709	R1AO	55	55	KP40TG		144	604	604	KP40	ScoredNoLog	
YL2AO	KO16DK	1710	ES4RM	56	55	KO49AL		144	479	479	KO49	ScoredNoLog	
YL2AO	KO16DK	1712	YL3ES	52	53	KO26CW		144	130	130	KO26		
YL2AO	KO16DK	1716	ES5PWN	55	55	KO38BP		144	336	336	KO38	ScoredNoLog	
YL2AO	KO16DK	1724	EU6AX	57	59	KO35UD		144	368	368	KO35	ScoredNoLog	
YL2AO	KO16DK	1725	LY5VP	56	58	KO15QV		144	91	91	KO15	ScoredNoLog	
YL2AO	KO16DK	1730	YL2QG	54	57	KO06QR		144	65	65	KO06		
YL2AO	KO16DK	1732	SM7KOJ	55	53	JO66ND		144	567	567	JO66	ScoredNoLog	
YL2AO	KO16DK	1733	SM1NFH	55	53	JO97KS		144	255	255	JO97	ScoredNoLog	
YL2AO	KO16DK	1739	SM7PYJ	54	56	JO76TE		144	412	412	JO76	ScoredNoLog	
YL2AO	KO16DK	1742	LY1CR	59	56	KO15CL		144	107	107		ScoredNoLog	
YL2AO	KO16DK	1751	LY2CH	59	59	KO15OV	FM	144	83	83		ScoredNoLog	
YL2AO	KO16DK	1752	YL3ATH	59	59	KO26ES	FM	144	133	133			
YL2AO	KO16DK	1755	LY1RD	59	59	KO16EH	FM	144	15	15	KO16	ScoredNoLog	
YL2AO	KO16DK	1804	LY2BAD	59	59	KO25ER	FM	144	152	152	KO25	ScoredNoLog	
YL2AO	KO16DK	1812	LY2VO	59	59	KO15PX		144	81	81			
YL2AO	KO16DK	1814	SM7LCB	559	559	JO86GH	CW	144	355	355	JO86	ScoredNoLog	
YL2AO	KO16DK	1815	OZ6TY	559	559	JO55XE	CW	144	660	660	JO55	ScoredNoLog	
YL2AO	KO16DK	1819	SK1BL	57	54	JO97HK		144	249	249		ScoredNoLog	
YL2AO	KO16DK	1821	SM3XGV	58	57	JP81OF		144	608	608	JP81	ScoredNoLog	
YL2AO	KO16DK	1822	SM4VBO	55	55	JP70NU		144	643	643	JP70	ScoredNoLog	
YL2AO	KO16DK	1826	SM5CUI	57	55	JO89WW		144	468	468	JO89	ScoredNoLog	
YL2AO	KO16DK	1828	SA4JEA	56	56	JP70RL		144	600	600		ScoredNoLog	
YL2AO	KO16DK	1830	SM6BFE	579	579	JO68DQ	CW	144	647	647	JO68	ScoredNoLog	
YL2AO	KO16DK	1833	SM7DTE	579	579	JO75CN	CW	144	512	512	JO75	ScoredNoLog	
YL2AO	KO16DK	1834	LY2R	599	599	KO15VS	CW	144	119	119			
YL2AO	KO16DK	1837	SK0CT	579	579	JO99BM	CW	144	422	422	JO99	ScoredNoLog	
YL2AO	KO16DK	1840	LA2Z	559	559	JO59EJ	CW	144	776	776	JO59	ScoredNoLog	
YL2AO	KO16DK	1841	SM6NET	559	559	JO68VC	CW	144	544	544		ScoredNoLog	
YL2AO	KO16DK	1843	ES1OX/2	599	599	KO29AI	CW	144	341	341	KO29	ScoredNoLog	
YL2AO	KO16DK	1849	LY3JE	59	59	KO26TC	SSB	144	210	210		ScoredNoLog	
YL2AO	KO16DK	1851	LY2HS	57	56	KO25UO		144	232	232		ScoredNoLog	
YL2AO	KO16DK	1852	EW6FS	04	31	KO35LB		144	330	330		ScoredNoLog	
YL2AO	KO16DK	1856	ES2MC	599	599	KO29GG	CW	144	342	342		ScoredNoLog	
YL2AO	KO16DK	1900	R1DM	56	54	KO49XQ		144	578	578		ScoredNoLog	
YL2AO	KO16DK	1911	YL3NJ	559	559	KO36QU	CW	144	315	315			
YL2AO	KO16DK	1916	OI3V	53	52	KP21FV		144	620	620	KP21	ScoredNoLog	
YL2AO	KO16DK	1919	OH4GGW	55	56	KP31MO		144	636	636	KP31	ScoredNoLog	
YL2AO	KO16DK	1921	OH2MFE	54	54	KP20JE		144	442	442	KP20	ScoredNoLog	
YL2AO	KO16DK	1922	ES2IPA	54	53	KO29JM		144	374	374		ScoredNoLog	
YL2AO	KO16DK	1923	LY2BDA	599	599	KO24MQ	CW	144	261	261	KO24	ScoredNoLog	
YL2AO	KO16DK	1927	EU7SV	54	54	KO43HH		144	534	534	KO43	ScoredNoLog	
YL2AO	KO16DK	1930	EU1RZ/2	03	04	KO34SC		144	422	422	KO34	ScoredNoLog	
YL2AO	KO16DK	1932	EW1T	10	13	KO33MM		144	444	444	KO33	ScoredNoLog	
YL2AO	KO16DK	1942	EW4GL	03	05	KO13WQ		144	322	322	KO13	ScoredNoLog	
YL2AO	KO16DK	1945	EU2TT	09	17	KO44FE		144	464	464	KO44	ScoredNoLog	
YL2AO	KO16DK	1949	OH4LA	55	55	KP20LG		144	454	454		ScoredNoLog	
