Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1707	YL3ND	58	57	KO17JM		50	66	66	KO17		
YL2AJ	KO16OX	1708	ES5GI	54	55	KO38GQ		144	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1708	YL2QV	55	56	KO26WM		50	171	171	KO26		
YL2AJ	KO16OX	1710	YL2GD	58	58	KO37ML		50	238	238	KO37		
YL2AJ	KO16OX	1711	YL2QV	56	58	KO26WM		144	171	171	KO26		
YL2AJ	KO16OX	1713	YL3OI	58	55	KO26MO		50	120	120			
YL2AJ	KO16OX	1718	R1AO	54	56	KP40TG		144	522	522	KP40	ScoredNoLog	
YL2AJ	KO16OX	1721	YL3EK	58	54	KO27FF		144	81	81	KO27		
YL2AJ	KO16OX	1723	YL3ES	56	58	KO27FF		144	81	81			
YL2AJ	KO16OX	1723	OH2MDN	56	55	KO19LT		50	316	316	KO19	ScoredNoLog	
YL2AJ	KO16OX	1724	R1DM	56	56	KO49XQ		144	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1726	ES2NJ	54	54	KO29NK		50	296	296	KO29	ScoredNoLog	
YL2AJ	KO16OX	1727	UA1AJY	53	53	KO49TW		144	498	498		ScoredNoLog	
YL2AJ	KO16OX	1728	ES2MA	53	53	KO29GH		50	271	271		ScoredNoLog	
YL2AJ	KO16OX	1733	OH1F	53	55	KP01TK		144	504	504	KP01	ScoredNoLog	
YL2AJ	KO16OX	1738	YL2QG	53	56	KO06QR		50	115	115	KO06		
YL2AJ	KO16OX	1739	LY3JE	59	59	KO26TC	SSB	144	178	178			
YL2AJ	KO16OX	1742	YL3GV	53	54	KO37MJ		50	236	236			
YL2AJ	KO16OX	1743	SM7EYW	579	579	JO65NK	CW	144	647	647	JO65	ScoredNoLog	
YL2AJ	KO16OX	1745	YL3NB	58	59	KO16VP		50	52	52	KO16		
YL2AJ	KO16OX	1745	SK1BL	599	599	JO97HK	CW	144	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	1747	SM7KOJ	55	55	JO66ND		144	625	625	JO66	ScoredNoLog	
YL2AJ	KO16OX	1749	SM7DOX	53	55	JO66LD		144	635	635		ScoredNoLog	
YL2AJ	KO16OX	1751	SM7PYJ	54	54	JO76TE		144	473	473	JO76	ScoredNoLog	
YL2AJ	KO16OX	1753	SM7VUK	55	57	JO66LI		144	630	630		ScoredNoLog	
YL2AJ	KO16OX	1754	ES0Z	56	56	KO18KT		50	205	205	KO18	ScoredNoLog	
YL2AJ	KO16OX	1756	SK6EI	599	599	JO68VK		144	582	582	JO68	ScoredNoLog	
YL2AJ	KO16OX	1758	SM4OXX	56	59	JO79SH		144	519	519	JO79	ScoredNoLog	
YL2AJ	KO16OX	1800	SM0LQB	57	58	JO89WF		144	401	401	JO89	ScoredNoLog	
YL2AJ	KO16OX	1805	ES2IPA	55	53	KO29JM		144	298	298	KO29	ScoredNoLog	
YL2AJ	KO16OX	1807	YL3ND	53	58	KO17JM		144	66	66	KO17		
YL2AJ	KO16OX	1809	ES8PW	54	56	KO18VM		144	175	175	KO18	ScoredNoLog	
YL2AJ	KO16OX	1812	SK0QO	53	56	JO99CC		144	378	378	JO99	ScoredNoLog	
YL2AJ	KO16OX	1815	SM7DTE	559	559	JO75CN	CW	144	578	578	JO75	ScoredNoLog	
YL2AJ	KO16OX	1817	LY2SA	599	599	KO14UG	CW	144	303	303	KO14	ScoredNoLog	
YL2AJ	KO16OX	1820	LY2BBF	599	599	KO24PR	CW	144	282	282	KO24		
YL2AJ	KO16OX	1823	SK0CT	559	559	JO99BM	CW	144	411	411		ScoredNoLog	
YL2AJ	KO16OX	1826	SM6BFE	559	559	JO68DQ	CW	144	673	673		ScoredNoLog	
YL2AJ	KO16OX	1828	OH1LEG	54	55	KP10FC		50	351	351	KP10	ScoredNoLog	
YL2AJ	KO16OX	1829	LY4AA	599	599	KO14WW	CW	144	231	231		ScoredNoLog	
YL2AJ	KO16OX	1831	LY2CH	599	599	KO15OV	CW	144	121	121	KO15	ScoredNoLog	
YL2AJ	KO16OX	1834	LY2BDA	559	559	KO24MQ	CW	144	280	280		ScoredNoLog	
YL2AJ	KO16OX	1837	ES1ATE	55	55	KO29JK	SSB	144	289	289		ScoredNoLog	
YL2AJ	KO16OX	1843	ES1OX	559	559	KO29HI	CW	144	277	277		ScoredNoLog	
YL2AJ	KO16OX	1859	YL3GY	57	58	KO27AA		144	51	51			
YL2AJ	KO16OX	1902	OH4JVC	55	55	KP31ST	SSB	144	591	591	KP31	ScoredNoLog	
YL2AJ	KO16OX	1905	YL2AO	599	599	KO16DK	CW	144	83	83	KO16		
YL2AJ	KO16OX	1908	LY9Y	599	599	KO16LA	CW	144	108	108		ScoredNoLog	
YL2AJ	KO16OX	1911	OH4LA	599	599	KP20LG	CW	144	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1924	SM7SPG	54	55	JO66MD		144	630	630		ScoredNoLog	
YL2AJ	KO16OX	1927	SM0LQB	53	55	JO89WF		144	0	0		Dupe 18:00	
YL2AJ	KO16OX	1930	SM0KAK	54	55	JO89XK		144	412	412		ScoredNoLog	
YL2AJ	KO16OX	1934	SM5EPC	54	53	JP90CE		144	460	460	JP90	ScoredNoLog	
YL2AJ	KO16OX	1938	SM3XGV	58	56	JP81OF		144	584	584	JP81	ScoredNoLog	
YL2AJ	KO16OX	1939	OH0AZX	52	53	KP00IF		50	390	390	KP00	ScoredNoLog	
YL2AJ	KO16OX	1943	SM7SJR	579	599	JO87EB	CW	144	414	414	JO87	ScoredNoLog	
YL2AJ	KO16OX	1948	YL2GD	59	58	KO37ML		144	238	238	KO37		
YL2AJ	KO16OX	1952	YL3ANJ	56	56	KO36QU		144	254	254	KO36		
YL2AJ	KO16OX	1955	OZ8PG	56	54	JO66EC		144	671	671		ScoredNoLog	
YL2AJ	KO16OX	1959	SM7WW	53	53	JO65OR		144	631	631		ScoredNoLog	
YL2AJ	KO16OX	2004	SM7ATL	53	55	JO86EQ		144	417	417	JO86	ScoredNoLog	
YL2AJ	KO16OX	2019	SP2CNW	559	579	JO93AI	CW	144	520	520	JO93	ScoredNoLog	
YL2AJ	KO16OX	2021	SP2FRY	559	559	JO83WR	CW	144	494	494	JO83	ScoredNoLog	
YL2AJ	KO16OX	2024	LY2R	599	599	KO15VS	CW	144	140	140			
YL2AJ	KO16OX	2030	LY2VO	599	599	KO15PX	CW	144	112	112			
YL2AJ	KO16OX	2035	SA5ACR	53	54	JO88FR		144	444	444	JO88	ScoredNoLog	
YL2AJ	KO16OX	2039	SM5CUI	54	55	JO89WW		144	452	452		ScoredNoLog	
YL2AJ	KO16OX	2041	SA0CAN	53	55	JO99CH		144	392	392		ScoredNoLog	
