Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1703	YL2QG	57	57	KO06QR		432	115	115	KO06		
YL2AJ	KO16OX	1704	YL3NT	53	57	KO36PM		432	255	255	KO36		
YL2AJ	KO16OX	1706	YL3GEA	59	59	KO37QM	SSB	144	258	258	KO37		
YL2AJ	KO16OX	1708	YL3EK	55	56	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1716	ES5PWN	53	56	KO38BP		144	254	254	KO38	ScoredNoLog	
YL2AJ	KO16OX	1719	LY4KR	53	57	KO05OQ		144	190	190	KO05	ScoredNoLog	
YL2AJ	KO16OX	1729	ES8GP	57	57	KO28DJ		144	171	171	KO28	ScoredNoLog	
YL2AJ	KO16OX	1730	YL3ES	56	53	KO27FF		432	81	81			
YL2AJ	KO16OX	1730	R1DM	54	56	KO49XQ		144	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1731	R1DM	54	55	KO49XQ		432	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1733	YL2AO	58	54	KO16DK		432	83	83	KO16		
YL2AJ	KO16OX	1734	SM4GGC	599	559	JO69RK		144	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1737	LY3JE	59	59	KO26TC		144	178	178	KO26	ScoredNoLog	
YL2AJ	KO16OX	1740	LY1CR	57	54	KO15CL		144	178	178	KO15	ScoredNoLog	
YL2AJ	KO16OX	1740	LY3JE	59	59	KO26TC	SSB	432	178	178	KO26	ScoredNoLog	
YL2AJ	KO16OX	1742	YL3ANJ	54	56	KO36QU		144	254	254	KO36		
YL2AJ	KO16OX	1743	YL2QG	59	59	KO06QR		144	115	115	KO06		
YL2AJ	KO16OX	1744	YL2IV	54	56	KO06LM		144	147	147			
YL2AJ	KO16OX	1746	ES1ATE	59	59	KO29JK	SSB	144	289	289	KO29	ScoredNoLog	
YL2AJ	KO16OX	1746	OH2MFE	55	55	KP20JE	SSB	144	369	369	KP20	ScoredNoLog	
YL2AJ	KO16OX	1748	SP7EXY	559	559	KO00QV	CW	432	687	687	KO00	ScoredNoLog	
